food_id,food_desc,WWEIA_desc,ingredient_desc,first_words,calorie,protein,carb,sugar,fiber,saturated_fat,cholesterol,sodium,calcium,phosphorus,potassium,iron,folic_acid,vitamin_c,vitamin_d,vitamin_b12,low_calorie,high_calorie,low_protein,high_protein,low_carb,high_carb,low_sugar,high_sugar,low_fiber,high_fiber,low_saturated_fat,high_saturated_fat,low_cholesterol,high_cholesterol,low_sodium,high_sodium,low_calcium,high_calcium,low_phosphorus,high_phosphorus,low_potassium,high_potassium,low_iron,high_iron,low_folic_acid,high_folic_acid,low_vitamin_c,high_vitamin_c,low_vitamin_d,high_vitamin_d,low_vitamin_b12,high_vitamin_b12,macro_carb,macro_phosphorus,macro_calorie,macro_potassium,macro_sodium,macro_cholesterol,macro_saturated_fat,macro_protein,macro_sugar,macro_fiber,macro_iron,macro_folic_acid,macro_vitamin_b12,macro_calcium,micro_vitamin_d,macro_vitamin_c,non_zero_nutrition_count
58137300,"Adobo, with noodles",Poultry mixed dishes,Soy sauce made from soy and wheat (shoyu),adobo with noodles,172.1195544,17.48291762,8.162018177,0.026581068,0.367536149,2.375103933,59.55940541,427.8804456,15.59554791,126.0874949,174.120371,1.115939147,0.0,0.125881322,0.376007462,0.354727272,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,8
58150530,"Adobo, with rice",Poultry mixed dishes,"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed",adobo with rice,180.9998822,18.30110247,8.878525768,0.032087255,0.160436275,2.473071598,61.62306865,436.597661,17.86598029,136.7026056,189.5618841,1.471326204,16.80180578,0.126596262,0.395070184,0.367375871,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,8
42304040,"Almond butter and jelly sandwich, on wheat bread",Peanut butter and jelly sandwiches,"Nuts, almond butter, plain, with salt added",almond butter and,364.2857143,12.125,42.203125,13.72544643,6.004464286,2.2578125,0.0,317.8571429,186.8303571,235.7142857,324.3303571,2.720982143,7.8125,0.245535714,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,9
42304020,"Almond butter sandwich, on wheat bread",Peanut butter and jelly sandwiches,"Nuts, almond butter, plain, with salt added",almond butter sandwich,385.8695652,14.72826087,36.17391304,5.576086957,7.065217391,2.747826087,0.0,380.4347826,226.0869565,284.7826087,383.6956522,3.27173913,9.782608696,0.108695652,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,9
27445250,Almond chicken,Stir-fry and soy-based sauce mixtures,"Onions, young green, tops only",almond chicken,130.6093462,10.19485277,6.218256622,1.412127054,1.390677159,0.99171527,24.09844546,228.9565069,28.75608478,115.1759842,241.5413669,0.747753073,0.0,3.963235954,0.014634986,0.119471461,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,7
27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,"Olives, pickled, canned or bottled, green",antipasto with ham,142.1426046,10.54036194,3.755707167,1.867136953,0.929944602,4.065720566,80.99526915,693.0118741,137.2277186,156.7987634,223.8580403,0.903070639,0.0,2.403103503,0.478179725,0.529041106,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,8
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",Poultry mixed dishes,"Nuts, almonds",asian chicken or,119.705283,11.11461333,8.301937243,3.209526754,1.769979093,0.649574052,27.69697694,114.1243652,37.82538462,115.0406157,260.5560563,0.983017416,3.548546228,7.547366189,0.0,0.078373186,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,7
58117410,Bacalaitos fritos,Seafood mixed dishes,"Flour, wheat, all-purpose, enriched, bleached",bacalaitos fritos,277.4415511,15.01477629,36.02549333,0.142337198,1.215549658,1.047882649,27.40871885,683.16262,94.94094071,230.8513121,225.0379968,2.596102746,46.36431702,0.650486778,0.455748061,1.11014836,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,9
27151070,Bacalao guisado,Seafood mixed dishes,"Salt, table, iodized",bacalao guisado,110.1577942,12.99789332,4.645991171,2.237384874,1.184680059,0.648571509,35.05035619,478.9183065,23.68524014,184.0296847,295.0033125,0.613271171,0.0,24.8756594,0.499852807,1.44288976,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,9
34002110,Bacon biscuit sandwich,Egg/breakfast sandwiches,"Fast food, biscuit",bacon biscuit sandwich,383.1329365,13.76390873,29.21803571,3.036865079,1.636111111,12.79025397,33.48015873,1099.936508,209.7460317,474.0833333,190.3809524,2.019940476,34.4781746,0.0,0.837103175,0.447162698,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,10
27520610,"Bacon, lettuce, tomato sandwich on white",Deli and cured meat sandwiches,"Bread, white, commercially prepared",bacon lettuce tomato,231.2797619,10.90595238,29.6485119,3.694940476,1.633928571,2.32110119,15.25297619,536.3541667,127.6041667,131.3988095,200.8482143,2.179613095,49.55357143,3.616071429,0.084821429,0.171130952,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,7
58123110,Bao bun,"Egg rolls, dumplings, sushi","Sugars, granulated",bao bun,270.2868035,10.99395178,38.70063571,5.622492994,1.167810362,2.400782991,21.89012708,343.733203,133.2195829,149.6067775,153.5766699,2.500775171,43.44578038,0.224962529,0.223486478,0.177527208,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5
27510135,"Barbecue beef sandwich, on wheat bun",Meat and BBQ sandwiches,Wheat bun as ingredient in sandwiches,barbecue beef sandwich,241.1111111,17.12222222,23.58888889,8.866666667,1.777777778,3.045555556,44.44444444,553.3333333,75.55555556,157.7777778,240.0,2.322222222,12.22222222,0.555555556,0.111111111,1.355555556,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,8
27146050,Barbecue chicken,Poultry mixed dishes,"Chicken, NS as to part, rotisserie, skin not eaten",barbecue chicken,310.1013624,23.91727412,2.696732315,0.097000855,0.17028827,6.342848092,87.76128616,336.5204935,21.94578838,151.9877554,203.0556494,1.154389652,3.090428484,0.800777846,0.122514941,0.298425106,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,9
27520515,"Barbecue pork sandwich, on wheat bun",Meat and BBQ sandwiches,"Barbecue pork, with sauce",barbecue pork sandwich,239.9702224,15.61653654,23.58859972,8.862611302,1.77220764,2.941021791,42.64779401,558.8749703,81.04562274,165.6467663,266.6644446,1.672486043,11.70360649,0.503699537,0.539810648,0.444162986,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,8
41210000,Bean cake,"Bean, pea, legume dishes","Sugars, granulated",bean cake,410.6770833,5.572916667,49.578125,20.8125,2.916666667,3.379427083,0.0,186.1979167,12.23958333,70.3125,169.0104167,2.341145833,29.94791667,0.182291667,0.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,7
58161320,Beans and brown rice,"Bean, pea, legume dishes","Rice, brown, cooked, no added fat",beans and brown,152.5834394,5.239205102,22.68655173,0.53308704,4.246252161,0.706610354,0.0,190.9964283,36.24930536,106.3798403,257.8525023,1.735138375,0.0,0.393066046,0.000735184,5.62e-05,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,7
58160100,"Beans and rice, from fast food / restaurant","Bean, pea, legume dishes","White beans, from dried, fat added",beans and rice,184.3701011,6.294919685,24.40718027,0.204093183,3.546998593,0.993955375,0.0,298.7614269,52.85313473,77.6072419,316.6737681,2.471446569,21.18648358,0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,9
27415110,Beef and broccoli,Stir-fry and soy-based sauce mixtures,"Broccoli, raw",beef and broccoli,156.6577541,10.53795835,5.270208114,1.358796738,1.400081476,1.900741137,25.23194687,439.2137611,33.60446071,117.1247111,305.6551866,1.248917528,0.0,39.34847285,0.025587793,0.650829839,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,8
27212050,Beef and macaroni with cheese sauce,Meat mixed dishes,"Pasta, dry, enriched",beef and macaroni,136.4469886,9.154856172,12.32601406,1.611524411,0.474650073,2.163072672,24.32248289,387.4060734,50.42878325,102.4621327,141.3764232,1.068326068,20.60883832,0.080881149,0.268971645,0.720825106,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,6
27212000,"Beef and noodles, no sauce",Meat mixed dishes,"Margarine, stick",beef and noodles,184.817338,12.85116018,15.06506842,0.239983543,0.714559166,2.487798833,49.02208257,339.0274375,13.23030181,128.1430579,156.2150335,1.842081975,46.17673098,0.0,0.131373361,1.144452794,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,8
27211190,"Beef and potatoes with cream sauce, white sauce or mushroom sauce",Meat mixed dishes,"Milk, NFS",beef and potatoes,103.1301171,7.814720158,8.627709851,1.711843964,0.483925787,1.180155965,15.67066974,317.5756411,30.20228616,79.06073306,187.004179,1.024464172,0.0,1.744979486,0.277966455,0.428230358,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,9
27213200,Beef and rice with gravy,Meat mixed dishes,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",beef and rice,133.4507068,6.852052595,14.94736409,0.10906708,0.239020436,1.378582371,17.03650465,366.1736693,10.46666224,62.008607,83.62563781,1.12075111,25.82339807,0.0,0.019883017,0.382127182,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,9
27416500,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",Meat mixed dishes,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",beef and vegetables,108.3542241,9.946225936,6.253197561,1.474902273,1.186943326,1.22739498,22.33003524,327.1103455,16.44400795,81.10639388,157.1372491,1.10078047,1.153872395,2.806370711,0.033380855,0.527524506,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,7
27111200,Beef burgundy,Meat mixed dishes,"Spices, marjoram, dried",beef burgundy,137.8254479,14.83296332,3.932539742,1.359706451,0.534120959,1.408130643,40.30903218,255.8870455,18.03904737,151.9727402,313.4028792,1.604360578,1.267305149,1.633061453,0.112093513,1.018599615,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,8
27313110,Beef chow mein or chop suey with noodles,Fried rice and lo/chow mein,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",beef chow mein,156.3204633,10.24626702,12.62392413,1.82875794,1.386897286,1.598111661,21.3083218,365.0618727,19.60430906,114.174695,212.9873044,1.759765144,11.7531535,5.677958971,0.01954604,0.6435757,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,6
27116100,Beef curry,Meat mixed dishes,"Tomatoes, red, ripe, canned, packed in tomato juice",beef curry,115.2179543,7.414211092,6.500231378,2.169727481,1.490626584,1.825374535,20.25240217,324.0478195,25.30202773,74.3504355,270.684525,1.186550805,0.0,8.943041167,0.033577963,0.494656897,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,7
27116110,Beef curry with rice,Meat mixed dishes,Beef curry,beef curry with,118.3398419,5.606714636,15.07681562,1.577719689,0.99318729,1.110947918,11.85279441,313.2789278,16.01677149,62.73784372,186.7324587,1.177164133,21.80143879,5.161806999,0.008502546,0.326714636,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7
28110000,"Beef dinner, NFS, frozen meal",Meat mixed dishes,"Salisbury steak with gravy, potatoes, vegetable, frozen meal",beef dinner nfs,146.8508344,6.900086245,11.21527737,1.520362133,1.323736522,4.091507258,40.76520922,266.3071496,15.55355286,75.53959856,190.1310477,0.841977247,0.0,5.737591333,0.128205128,0.604322926,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,8
32105240,Beef egg foo yung,Stir-fry and soy-based sauce mixtures,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",beef egg foo,143.1158833,11.08764401,4.145292196,2.401730991,0.544037699,2.504688517,188.1892711,239.6892923,32.56348886,132.0607264,165.0226095,1.43745629,0.0,2.814055373,0.821434847,0.860155307,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,8
58306020,"Beef enchilada, chili gravy, rice, refried beans, frozen meal",Other Mexican mixed dishes,"Onions, cooked, boiled, drained, without salt",beef enchilada chili,123.7892707,5.069846676,16.65833564,0.444404149,2.122614466,1.26941931,7.085766252,425.325595,34.21455634,83.92803395,139.9896232,1.288871607,16.1192599,1.343786054,0.023670662,0.152983791,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7
58306010,"Beef enchilada dinner, NFS, frozen meal",Other Mexican mixed dishes,"Beef enchilada, chili gravy, rice, refried beans, frozen meal",beef enchilada dinner,123.7979562,5.078076564,16.63542121,0.432804752,2.105571117,1.30048532,7.057786077,425.2610229,34.19353667,84.23026248,139.1339869,1.294662309,16.1961303,1.377004876,0.035294118,0.153874365,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7
27111100,Beef goulash,Meat mixed dishes,"Spices, paprika",beef goulash,103.1870794,13.64459653,2.860719536,1.140539082,0.368464449,1.088581577,33.22979298,207.5573184,16.32732583,136.6605185,265.4626471,1.392588861,1.532334013,7.644979821,0.0,0.883477906,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,8
27211150,Beef goulash with potatoes,Meat mixed dishes,"Potatoes, flesh and skin, raw",beef goulash with,117.580554,11.46410401,7.769361221,1.180327869,0.927077445,1.261955907,27.5862069,179.5364613,17.41096665,125.0423968,327.4166196,1.354437535,1.8089316,7.213114754,0.0,0.657998869,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,7
27416200,"Beef, ground, with egg and onion",Meat mixed dishes,"Salt, table, iodized",beef ground with,229.2259548,21.85415241,1.04785742,0.534182768,0.137964409,5.546795925,106.3233523,670.7361774,25.89597182,173.4362326,270.0671178,2.123892518,0.0,0.477850921,0.20907382,2.279491517,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,11
27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,"Salt, table, iodized",beef noodles and,135.3413655,7.411646586,9.728915663,2.261044177,0.722891566,3.062048193,26.10441767,341.3654618,80.12048193,105.0200803,135.9437751,1.15060241,10.04016064,0.903614458,0.0,0.467871486,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,8
27317010,Beef pot pie,Meat mixed dishes,"Wheat flour, white, all-purpose, enriched, bleached",beef pot pie,223.9461099,8.015222255,17.21868068,0.939049566,1.20948506,3.465690427,15.68076085,354.644359,11.00255386,82.77970705,167.4944314,1.552559326,19.87500205,3.420379719,0.036656586,0.575488452,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,7
27311625,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,"Salt, table, iodized",beef potatoes and,118.8990352,7.657626459,10.35164512,2.209247835,1.882662956,1.318609487,19.68368978,366.6283233,16.54685637,76.60031919,289.3691633,1.183589682,0.0,9.596242875,0.038754373,0.420431159,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,9
27315220,"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,"Salt, table, iodized",beef rice and,109.8584022,6.752496343,13.51221462,1.835527102,1.233890418,0.762250666,13.86684251,291.375231,16.16426593,73.35399097,180.9515842,1.205677627,18.00159904,4.486464772,0.018670767,0.326816948,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7
27211300,"Beef, roast, hash",Meat mixed dishes,"Spices, pepper, black",beef roast hash,158.4983505,11.54230204,11.02638082,1.157573099,1.149191739,2.326469096,30.36070162,431.5130329,10.47676836,110.9641382,314.616425,1.334644264,0.0,4.277674957,0.06304127,0.977613792,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,7
27411150,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",Meat mixed dishes,"Celery, cooked, boiled, drained, without salt",beef rolls stuffed,199.5156493,20.42506164,6.332004001,1.092140707,0.732931463,3.613526284,56.33560592,324.4640993,12.45799223,188.130336,376.0141093,2.20429598,8.652504672,1.647933174,0.188819278,2.047895443,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,8
27416250,Beef salad,Meat mixed dishes,"Salad dressing, mayonnaise, regular",beef salad,243.8186813,19.09569597,2.551282051,1.585622711,0.43956044,3.529075092,55.86080586,260.2564103,20.51282051,125.7783883,215.521978,1.700091575,0.0,0.728021978,0.054945055,1.400641026,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,10
27410250,"Beef shish kabob with vegetables, excluding potatoes",Meat mixed dishes,"Onions, cooked, boiled, drained, without salt",beef shish kabob,108.2208902,14.58366304,4.471750876,2.282196592,0.971480675,1.216993141,35.84907673,220.6747251,13.35380719,111.5701069,260.500344,1.384544359,0.0,12.77478825,0.051654934,0.847763458,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,8
28110620,"Beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal",Meat mixed dishes,"Beef, rib, shortribs, separable lean only, choice, cooked, braised",beef short ribs,148.3366371,9.037708345,15.2818637,7.070565903,1.467060777,2.512581004,26.14118555,240.9476602,21.65347797,83.25730054,252.147923,1.228004777,0.0,4.515775449,0.075334025,0.855891705,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,6
28110510,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",Meat mixed dishes,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",beef sliced with,131.2436229,8.070235753,6.973782406,0.762454313,0.784921046,2.040648682,21.46804949,302.0735694,10.05021027,87.12813353,222.6597022,0.927863558,0.0,2.155821499,0.058830855,0.828736919,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,7
27111500,"Beef sloppy joe, no bun",Meat mixed dishes,"Onions, raw",beef sloppy joe,138.8965023,10.9789874,8.672768057,6.667382741,0.842497041,2.569094603,35.02471058,569.1884825,25.46782869,96.55042979,333.3733168,1.564667571,0.0,4.665256118,0.026154622,1.070822845,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,5
27418410,"Beef steak with onions, Puerto Rican style",Meat mixed dishes,"Salt, table, iodized",beef steak with,318.9613918,20.94550944,3.962939545,1.557431517,0.666549556,6.195312858,61.36702185,912.8913939,16.50577758,190.7997797,352.5167549,2.038115432,0.0,2.427528762,0.180898383,2.249918268,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,11
27118180,"Beef stew, meat with gravy, no potatoes, Puerto Rican style",Meat mixed dishes,"Spices, oregano, dried",beef stew meat,231.7848042,16.54515272,1.887401244,0.853023182,0.510476918,4.911790393,49.66143921,433.427195,15.1774295,165.1369842,335.174349,1.816210627,0.0,5.020132546,0.15376212,1.635572083,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,10
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",Meat mixed dishes,"Salt, table, iodized",beef stew no,130.6775195,15.64256704,7.053034112,3.190436967,1.103035345,1.523359691,39.5569797,415.0013252,22.47725357,158.7588201,422.6906084,2.047563849,1.830908841,79.82956271,0.066127301,1.034890891,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,8
27418210,"Beef stew with vegetables excluding potatoes, Puerto Rican style",Meat mixed dishes,"Onions, raw",beef stew with,212.9550827,15.04973748,6.851249744,2.84726043,2.261115174,3.841938824,40.45958066,575.4172712,20.88996839,162.0033623,386.6059013,1.827047084,0.0,13.67279157,0.16268722,1.372937826,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,9
27113100,Beef stroganoff,Meat mixed dishes,"Flour, wheat, all-purpose, enriched, bleached",beef stroganoff,150.3466006,9.998947994,5.845482218,1.285061805,0.566588129,3.558010465,32.60227399,438.3238532,39.14944934,117.5130103,205.2720316,1.056655764,2.838444227,0.558425775,0.128540911,0.399908312,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,7
27212350,Beef stroganoff with noodles,Meat mixed dishes,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",beef stroganoff with,129.2273204,7.715386201,8.769873676,0.965304312,0.61425381,2.516039927,27.77812259,293.2196557,29.53682897,94.62543732,147.7043716,1.008473347,15.79551496,0.388319709,0.106577459,0.291373259,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,5
27416300,"Beef taco filling: beef, cheese, tomato, taco sauce",Burritos and tacos,"Sauce, tomato chili sauce, bottled, with salt",beef taco filling,181.783624,13.09067492,6.275436858,3.746238998,1.323958598,5.404258565,44.77571893,469.9505308,131.7239035,163.7398776,274.9154765,1.198843218,0.0,6.541946781,0.103344822,1.074898219,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,9
